"clues","entresidencia","munresidencia","sum"
"ZSSSA000152",11,28,1
"GRSSA002863",16,88,1
"GTSSA001454",11,42,5
"CMSSA001023",32,999,4
"NTSSA016060",18,6,1
"MNSSA016521",2,1,1
"SLSSA000024",30,131,1
"TLSSA001183",29,54,1
"JCSSA001326",14,97,35
"DFSSA003722",29,18,1
"GTSSA002760",10,23,5
"JCSSA002113",14,88,2
"DFSSA000864",9,11,5
"GTSSA017414",21,102,1
"MSSSA002361",15,9,2
"ZSSSA000152",21,3,1
"VZSSA003595",30,144,7
"HGSSA000511",30,202,3
"MSSSA002361",17,14,18
"JCSSA003986",6,1,2
"CSSSA003265",7,999,252
"TSSSA002793",28,35,46
"TLSSA001142",29,40,6
"MNSSA004044",15,54,1
"CSSSA017726",20,999,1
"PLSSA000612",9,999,20
"TLSSA017913",29,23,137
"PLSSA005722",21,185,1
"DFSSA003372",2,999,1
"SPSSA017313",32,16,4
"DGSSA017872",25,2,1
"QTSSA001740",11,999,37
"PLSSA016806",17,20,3
"VZSSA006815",30,187,1
"GTSSA000766",11,8,25
"VZSSA007882",31,31,2
"DFSSA003961",20,283,1
"NTSSA016060",2,4,2
"DFSSA018166",28,999,1
"PLSSA003260",30,30,2
"JCSSA001454",14,125,1
"MCSSA001011",15,60,19
"JCSSA001326",14,80,3
"CSSSA000453",28,32,1
"CSSSA019645",7,66,4
"HGSSA015532",15,78,4
"PLSSA000081",15,24,1
"JCSSA003496",14,9,1357
"OCSSA016764",20,470,271
"CSSSA006934",27,4,10
"VZSSA002970",30,182,48
"GTSSA002101",11,33,40
"MSSSA000466",15,120,4
"MNSSA003735",16,112,1
"JCSSA007836",14,15,1
"SLSSA000666",18,18,4
"SPSSA000945",24,42,1
"GRSSA012535",12,24,1
"SPSSA017301",24,25,30
"CHSSA018444",10,17,16
"DFSSA003536",12,12,1
"TLSSA017925",29,39,2
"CLSSA001141",19,48,3
"VZSSA004370",99,999,1
"VZSSA007660",30,105,2
"TCSSA002003",27,6,57147
"QTSSA000475",15,1,3
"NLSSA003153",19,14,2
"PLSSA015411",21,18,356
"PLSSA015534",21,142,3
"SLSSA000666",26,18,5
"JCSSA001401",14,99,3
"MCSSA010292",12,58,1
"TLSSA001376",29,42,34
"JCSSA013050",14,2,12
"YNSSA001224",31,61,34
"DGSSA017295",10,13,2011
"JCSSA003986",13,14,1
"OCSSA020100",20,378,1
"SRSSA002143",26,58,25340
"DFSSA003961",15,121,11
"GRSSA001813",32,10,1
"JCSSA013815",14,47,2399
"ASSSA000614",10,10,2
"MCSSA006430",15,5,4
"DGSSA002315",10,24,1
"DFSSA001296",16,1,1
"ASSSA000025",22,16,2
"CSSSA000453",9,8,1
"GTSSA017530",16,17,1
"JCSSA003250",14,98,12
"JCSSA013091",14,14,10991
"PLSSA000081",15,14,2
"OCSSA021080",21,114,3
"ASSSA000025",9,13,4
"OCSSA003826",20,75,50
"JCSSA000631",14,116,1
"PLSSA000011",29,29,5
"OCSSA000985",20,546,35
"MSSSA000454",17,10,60
"DGSSA000191",1,999,4
"MNSSA016521",11,12,1
"TCSSA004301",24,28,1
"PLSSA001575",21,68,1
"MSSSA000080",11,3,2
"MCSSA010345",15,8,1
"PLSSA004503",32,56,1
"TLSSA017645",21,104,30
"TCSSA001081",7,19,1
"SRSSA001851",20,397,2
"DFSSA003710",9,15,1122
"CHSSA001026",8,11,6
"MCSSA007265",15,35,10
"GTSSA001915",11,11,1887
"CSSSA018764",7,85,10
"TCSSA001052",7,114,8
"TLSSA001376",15,10,1
"NLSSA000855",19,34,3
"OCSSA001463",20,72,103
"SPSSA000752",15,15,18
"MNSSA016516",16,65,2
"GTSSA004003",11,3,11
"DGSSA000116",27,9,2
"MSSSA000466",12,48,1
"PLSSA005640",22,14,11
"MCSSA018062",15,8,1
"MNSSA003945",15,999,2
"TSSSA002192",8,35,1
"MSSSA000454",12,12,1
"TCSSA002353",27,15,1
"MCSSA004692",15,14,15
"OCSSA019132",20,392,2
"JCSSA001401",11,17,1
"ASSSA000025",14,102,1
"MSSSA002344",12,3,3
"MSSSA000961",17,8,87
"MCSSA008320",15,3,1
"CMSSA000125",16,16,317
"MCSSA014101",29,999,1
"JCSSA002562",32,34,1
"VZSSA007660",15,1,4
"VZSSA007696",30,85,1
"VZSSA016035",15,33,2
"VZSSA004744",30,194,4
"BCSSA000266",1,2,3
"PLSSA016806",21,126,1
"PLSSA000204",20,6,1
"TCSSA001076",7,44,1
"OCSSA000121",20,519,2
"ASSSA000025",15,999,6
"MCSSA018622",14,999,14
"SLSSA001255",25,14,3
"VZSSA004370",21,114,2
"VZSSA015545",30,189,1
"MNSSA002965",16,80,52
"ASSSA000025",8,45,1
"TCSSA001040",4,9,1
"SRSSA002143",26,25,18
"TCSSA016756",27,27,10614
"ZSSSA001016",32,25,330
"TSSSA000401",30,189,1
"MNSSA004044",15,21,1
"ZSSSA000613",14,16,1
"MSSSA000961",23,999,2
"MSSSA000466",7,89,2
"TLSSA001376",26,25,1
"DFSSA018166",22,4,2
"TCSSA004564",4,999,3
"MCSSA010251",21,1,1
"ASSSA000025",5,35,5
"MSSSA002344",9,7,1
"CSSSA018764",99,99,16
"OCSSA000524",21,55,83
"MSSSA002863",12,28,13
"PLSSA003663",21,51,1
"JCSSA001326",3,3,2
"PLSSA003646",8,999,1
"OCSSA021080",16,999,1
"MNSSA002446",2,1,1
"MCSSA010053",15,14,3
"MNSSA004044",15,106,15
"ZSSSA012450",32,18,7
"DFSSA003705",9,14,190
"JCSSA007066",16,105,9
"MSSSA002740",21,33,1191
"OCSSA019844",20,443,1
"DFSSA003162",9,8,3776
"SPSSA017313",5,35,2
"MNSSA002446",16,9,330
"PLSSA008512",30,189,1
"TCSSA000306",28,2,6
"JCSSA000894",14,47,1018
"MSSSA000080",17,28,8
"OCSSA001463",20,325,9
"DFSSA003961",15,99,10
"DFSSA003722",15,106,100
"GTSSA000585",11,19,4
"SRSSA001105",26,30,202595
"SLSSA017594",12,58,1
"DGSSA001446",10,19,2
"PLSSA015551",21,68,396
"MCSSA018622",33,999,1
"OCSSA001463",28,36,1
"ZSSSA000613",14,123,2
"CSSSA018764",25,25,1
"JCSSA007042",32,32,16
"PLSSA015551",12,80,2
"GTSSA017472",24,28,9
"PLSSA003260",21,208,1
"OCSSA019873",20,122,5
"MCSSA009826",15,120,9
"HGSSA002430",13,57,185
"HGSSA001590",13,19,473
"TSSSA000401",17,999,1
"SLSSA000666",2,999,9
"HGSSA015561",21,999,13
"JCSSA007042",14,53,9
"MCSSA010123",15,85,226
"GTSSA017023",28,999,1
"MCSSA018412",7,97,1
"MSSSA002740",9,4,3
"ZSSSA013172",32,13,21
"CSSSA001030",14,39,3
"SRSSA001583",25,11,2
"OCSSA018922",20,319,2
"JCSSA001401",14,36,4
"SPSSA017313",5,30,3
"PLSSA004071",30,55,1
"MNSSA000462",19,14,7
"VZSSA003740",99,99,1
"PLSSA005331",12,29,1
"JCSSA006890",14,39,224
"DFSSA003973",33,999,2
"MSSSA002361",11,11,2
"TCSSA001040",14,999,3
"JCSSA007066",23,999,1
"NLSSA004046",32,51,1
"CHSSA002390",26,999,4
"JCSSA001401",16,108,1
"GTSSA017472",14,64,1
"ASSSA000614",12,12,1
"VZSSA005560",30,150,24
"GTSSA000766",30,999,1
"DFSSA003944",14,999,1
"MCSSA010222",14,14,1
"OCSSA020025",22,999,1
"TCSSA001040",7,45,3
"MNSSA003945",16,36,1
"DGSSA000116",14,999,1
"ZSSSA013143",25,1,1
"MCSSA018564",16,5,20
"DGSSA001224",10,10,1534
"TCSSA000306",17,999,1
"GTSSA001290",11,4,120
"DFSSA003956",7,11,9
"MCSSA001636",15,86,1
"SRSSA000055",26,43,1
"DFSSA000053",2,999,1
"JCSSA002562",14,55,1
"QRSSA000011",22,999,1
"JCSSA005461",15,11,1
"ASSSA000054",16,16,4
"ZSSSA012450",32,8,456
"VZSSA015545",30,125,1
"GTSSA017414",15,58,3
"JCSSA007066",24,38,2
"VZSSA001150",30,45,3
"JCSSA001401",99,99,3
"SPSSA017144",22,10,3
"PLSSA004503",99,99,4
"HGSSA002430",21,999,20
"ASSSA000025",10,1,14
"VZSSA004860",8,5,1
"GTSSA003233",11,24,15
"PLSSA002403",31,41,1
"MCSSA018750",17,999,48
"MCSSA010251",2,2,1
"GTSSA003361",12,8,26
"TSSSA000010",28,1,3804
"GTSSA004003",22,22,12
"VZSSA015871",30,59,726
"ZSSSA013143",32,15,5
"MCSSA002435",35,35,1
"DFSSA018142",29,29,2
"JCSSA002562",15,106,1
"TSSSA001562",7,999,1
"MCSSA001636",15,62,17
"SPSSA017301",11,30,4
"OCSSA019873",15,31,1
"TLSSA017645",29,31,379
"VZSSA000416",30,150,165
"PLSSA008941",21,4,1
"VZSSA007684",14,14,1
"TCSSA001052",30,113,1
"PLSSA003260",29,10,1
"GTSSA004650",11,9,13
"SPSSA001703",15,999,1
"NTSSA000013",28,1,1
"SPSSA000356",13,64,1
"CLSSA001141",5,3,5
"DFSSA003961",12,28,1
"NLSSA014295",19,7,2
"OCSSA019996",20,427,1
"CSSSA000453",7,46,1747
"PLSSA003646",28,16,1
"OCSSA000121",20,482,1
"NLSSA002972",12,12,1
"VZSSA003880",30,102,2
"OCSSA001463",30,87,3
"MCSSA010222",16,93,9
"PLSSA004071",21,21,11774
"VZSSA004580",21,999,57
"TLSSA017645",21,114,53
"OCSSA021116",9,2,1
"GTSSA001454",11,4,1
"JCSSA013050",14,93,3
"ASSSA000025",14,63,5
"VZSSA004580",30,119,1
"PLSSA016543",10,7,1
"NTSSA016060",8,8,1
"JCSSA002562",11,15,1
"VZSSA004744",30,97,1
"OCSSA019873",20,10,4
"DFSSA003162",13,999,15
"TSSSA002431",30,55,3
"PLSSA000204",21,69,1
"GTSSA002101",11,29,122
"MCSSA010251",17,20,2
"GTSSA001652",17,17,1
"SPSSA001102",24,36,35
"OCSSA001463",20,73,67
"GTSSA017542",11,9,1
"OCSSA004152",15,31,1
"DFSSA000350",99,999,40
"TCSSA001052",23,9,1
"HGSSA002430",7,7,1
"NTSSA015425",14,2,1
"MCSSA000224",15,93,9
"CHSSA001096",8,51,1
"ZSSSA000613",30,189,2
"NLSSA004046",21,9,2
"MSSSA000961",12,35,16
"ZSSSA002141",19,19,7
"MSSSA002385",27,16,1
"JCSSA007042",26,43,1
"VZSSA004744",30,161,33
"DFSSA004142",12,61,3
"NTSSA000474",18,2,2271
"CHSSA001755",8,29,8
"ASSSA000030",12,12,1
"DFSSA000835",5,33,1
"GRSSA002863",17,6,2
"JCSSA000894",16,25,1
"GTSSA016796",11,11,35
"JCSSA001326",21,19,1
"DFSSA003956",15,111,3
"TLSSA000261",15,31,1
"OCSSA000121",30,999,5
"NTSSA000474",14,113,1
"VZSSA006576",30,87,2
"SPSSA000945",9,6,2
"PLSSA001575",21,203,1
"GTSSA017385",25,6,1
"VZSSA007754",31,81,1
"PLSSA008281",15,33,2
"OCSSA001463",20,88,1
"NTSSA001845",25,12,10
"OCSSA003826",20,999,119
"SLSSA001255",25,2,5
"OCSSA020445",20,156,1
"VZSSA002970",30,93,42
"TCSSA004716",2,2,1
"MNSSA016533",27,999,1
"DFSSA003541",15,3,1
"YNSSA000570",31,9,9
"OCSSA018473",20,66,1
"HGSSA001503",15,58,4
"SPSSA002654",24,25,20
"PLSSA016811",15,121,1
"SRSSA001583",8,19,9
"TSSSA001562",25,7,1
"CSSSA005773",7,94,227
"PLSSA001645",21,48,1153
"JCSSA013091",14,35,5
"TSSSA018000",28,999,48181
"PLSSA002362",21,188,1
"PLSSA008512",28,38,2
"NLSSA002581",5,5,1
"SPSSA017313",19,41,1
"OCSSA016764",28,27,1
"DFSSA004142",30,11,1
"OCSSA018473",20,518,1
"CSSSA001030",7,75,200
"SPSSA001032",32,17,3
"MNSSA001891",16,80,4
"VZSSA006045",30,21,1
"JCSSA005584",32,999,2
"MSSSA002385",15,115,1
"DGSSA017872",30,48,1
"DFSSA002993",15,39,2
"MCSSA010222",15,29,3
"MNSSA002142",12,5,1
"MCSSA001636",14,14,4
"DFSSA004142",13,81,1
"HGSSA001503",9,999,22
"DFSSA003162",6,999,1
"MCSSA010251",15,20,1
"ZSSSA000152",1,11,3
"DFSSA018166",15,5,1
"JCSSA001326",2,2,1
"OCSSA000121",14,999,1
"HGSSA002162",13,4,1
"OCSSA021116",20,145,2
"TLSSA017925",28,27,1
"OCSSA001463",20,37,8
"NLSSA004046",29,31,1
"MSSSA002740",12,16,1
"OCSSA001463",20,391,4
"MCSSA018593",12,7,1
"MCSSA000224",15,24,1
"OCSSA020445",20,515,4
"PLSSA005693",21,177,1
"QRSSA018001",30,39,1
"PLSSA003552",21,177,32
"OCSSA000985",20,185,3
"CSSSA004595",6,6,2
"YNSSA001224",23,1,5
"OCSSA018736",9,6,1
"TCSSA002353",30,999,1
"OCSSA021256",20,324,3
"OCSSA000985",20,72,44
"MCSSA018552",9,999,2
"MCSSA018680",15,3,3
"DFSSA003705",15,106,5
"JCSSA007066",13,51,2
"JCSSA002562",32,42,3
"DFSSA003372",12,999,1
"MCSSA010251",24,999,1
"TCSSA004564",7,106,1
"TSSSA018514",28,3,18846
"MCSSA002435",11,11,11
"PLSSA008881",29,5,1
"GTSSA016796",16,55,1
"MSSSA000080",15,999,44
"DGSSA000676",10,4,13
"MSSSA002740",7,65,1
"MCSSA018610",15,78,5
"OCSSA021116",20,268,3
"VZSSA004580",29,999,3
"PLSSA003646",24,999,6
"DGSSA000191",10,5,125006
"OCSSA018473",20,441,1
"TCSSA003922",7,999,2
"DFSSA003541",15,42,1
"ZSSSA013143",8,37,2
"JCSSA002113",14,110,47
"PLSSA002490",21,149,10
"GTSSA017530",11,11,116
"CSSSA000453",7,102,5
"ASSSA000054",6,7,1
"DFSSA004142",21,41,1
"SLSSA017606",25,14,3
"TSSSA002443",28,32,4
"HGSSA015532",15,88,2
"MCSSA010053",13,60,1
"VZSSA007882",20,72,1
"GTSSA016970",15,15,1
"JCSSA007066",14,106,1
"ASSSA000025",15,54,1
"CLSSA000231",5,34,36
"MNSSA016533",16,59,6
"VZSSA006045",30,46,1638
"SPSSA001102",9,12,1
"QTSSA001052",24,8,1
"PLSSA000011",32,1,1
"MSSSA000466",12,999,156
"PLSSA000081",21,999,1
"PLSSA015411",21,189,2
"HGSSA004093",30,30,144
"SRSSA001851",16,1,1
"DFSSA003956",19,19,2
"CLSSA002710",19,26,1
"DGSSA000116",24,4,1
"MCSSA010246",15,90,1
"VZSSA002393",21,50,1107
"DFSSA002066",16,53,3
"VZSSA004744",9,2,1
"CLSSA001141",19,17,5
"VZSSA004744",21,89,4
"MCSSA018622",15,100,8
"PLSSA015230",21,62,1
"PLSSA000081",17,6,5
"GRSSA003686",12,52,1
"DFSSA003961",11,15,3
"CHSSA000676",8,61,1
"BCSSA000440",9,999,1
"MNSSA002142",16,22,7
"MCSSA010053",15,44,2
"DFSSA003536",6,999,2
"MSSSA000466",17,17,61457
"JCSSA005135",14,67,1
"MSSSA000961",12,3,6
"DFSSA003944",12,29,2
"GRSSA005762",9,12,1
"HGSSA002430",15,88,1
"QTSSA001752",99,999,3
"ZSSSA012450",32,19,157
"VZSSA006313",4,999,1
"PLSSA004404",21,29,1
"JCSSA013815",3,3,1
"JCSSA007066",14,88,42
"GRSSA005762",12,7,4
"VZSSA007882",20,15,2
"JCSSA013050",14,107,16
"SPSSA001703",15,104,2
"PLSSA000081",21,132,1
"QRSSA000011",22,1,1
"VZSSA004032",30,174,43
"GTSSA017443",19,21,2
"OCSSA020030",20,274,3
"QTSSA001052",21,174,1
"MNSSA000836",16,75,1
"MSSSA000961",12,1,12
"DFSSA018166",15,20,4
"JCSSA002562",24,28,1
"JCSSA001326",25,6,5
"JCSSA002113",16,53,1
"DFSSA003372",15,999,19
"TCSSA001081",27,15,3
"ZSSSA013143",14,7,1
"DFSSA018166",20,20,3
"MCSSA018412",15,70,17
"VZSSA004580",30,125,27
"QRSSA001312",23,4,39
"GTSSA003151",26,6,1
"GTSSA017501",15,999,2
"JCSSA013815",14,102,1
"PLSSA015090",21,112,1
"VZSSA006045",30,24,5
"VZSSA003740",13,999,1
"SLSSA000024",15,104,2
"PLSSA016543",9,2,1
"DFSSA000840",17,7,2
"DFSSA003710",11,999,2
"HGSSA002430",13,26,8
"JCSSA002562",19,48,1
"OCSSA000384",20,294,1
"DFSSA018154",21,999,2
"SLSSA002136",20,17,2
"MSSSA002361",10,7,1
"PLSSA015534",29,60,1
"VZSSA015661",30,36,416
"VZSSA002982",30,92,36
"JCSSA006890",32,2,193
"CMSSA000586",2,999,1
"TLSSA017925",29,58,6
"JCSSA007066",6,5,2
"CSSSA018776",99,99,44
"JCSSA002562",1,1,5
"OCSSA000121",20,422,26
"TLSSA017913",29,49,27
"TLSSA017983",22,14,1
"TSSSA002793",28,2,9
"OCSSA020030",20,321,2
"DFSSA004142",19,39,1
"JCSSA003250",14,38,1
"VZSSA015435",30,106,1
"CHSSA000664",8,17,9
"SLSSA001873",24,14,1
"JCSSA013815",16,106,192
"SRSSA001851",13,999,4
"MNSSA001891",16,102,11
"GRSSA005762",17,12,1
"SRSSA018313",26,40,1
"ZSSSA000152",10,27,1
"CSSSA001030",7,49,18
"MCSSA010280",15,13,1
"MNSSA002142",16,6,10
"MCSSA018412",16,30,1
"SRSSA001110",26,33,17
"HGSSA002430",15,23,2
"GTSSA002101",23,2,1
"ASSSA000655",11,11,1
"MSSSA002740",21,167,1
"ASSSA000025",14,79,1
"VZSSA004032",30,22,23
"CSSSA006403",7,99,51
"QTSSA001052",15,15,14
"PLSSA003646",20,49,6
"GTSSA004650",5,35,2
"VZSSA015661",30,40,1
"JCSSA007066",19,999,3
"SPSSA001102",32,56,18
"ZSSSA000152",19,34,1
"OCSSA016764",20,22,3
"YNSSA013440",13,41,1
"DFSSA017886",21,53,1
"MCSSA014143",15,80,1
"MCSSA018750",15,13,1
"TLSSA001376",7,7,9
"HGSSA002430",19,19,2
"MCSSA006536",15,98,6
"TLSSA017925",15,999,4
"PLSSA015551",15,1,44
"VZSSA004580",22,14,1
"MCSSA018453",15,89,18
"JCSSA003250",30,68,1
"QTSSA000475",13,51,1
"PLSSA004071",21,179,1
"GTSSA002101",24,24,6
"PLSSA008881",21,142,6
"ZSSSA002141",32,51,22855
"TCSSA004564",30,61,2
"PLSSA000612",21,71,2
"YNSSA013440",23,8,180
"MCSSA000224",15,61,4
"TCSSA000014",23,1,1
"DFSSA000053",9,11,2
"OCSSA003406",20,301,100
"JCSSA007066",16,92,2
"QTSSA001052",15,121,4
"OCSSA001463",20,484,7
"VZSSA007696",99,999,1
"CSSSA005773",7,19,9
"TLSSA017913",13,33,3
"GTSSA004650",11,36,15
"CHSSA018012",8,38,27
"OCSSA001463",20,537,3
"JCSSA007066",30,143,1
"CLSSA000050",5,32,1
"SLSSA000024",18,20,1
"NLSSA002581",15,999,2
"DFSSA018166",22,999,1
"QTSSA000475",9,5,14
"QTSSA001052",24,58,1
"PLSSA002490",23,999,1
"PLSSA002106",21,144,2
"VZSSA002306",31,38,1
"ZSSSA000152",12,1,2
"MCSSA010246",15,67,28
"OCSSA000985",20,475,22
"OCSSA000594",20,338,1
"MCSSA001636",24,28,1
"CHSSA002390",8,48,4
"VZSSA002965",30,177,24
"PLSSA000863",21,142,19
"DFSSA003722",15,17,8
"CHSSA001603",8,3,11
"JCSSA003250",12,1,2
"OCSSA003406",20,475,1
"JCSSA001326",16,76,6
"VZSSA001121",30,1,1
"DFSSA003961",20,453,1
"JCSSA013091",15,999,4
"MCSSA010251",8,1,1
"ZSSSA000572",3,1,1
"PLSSA009001",15,66,1
"MCSSA001636",15,37,36
"SRSSA001851",14,77,1
"SPSSA001032",24,29,1
"PLSSA004503",12,33,278
"OCSSA005383",20,414,613
"ZSSSA000152",13,10,1
"VZSSA015661",30,69,13
"MCSSA010053",15,60,5
"SPSSA002420",3,2,1
"MSSSA002740",17,33,8664
"ASSSA000025",32,35,24
"SLSSA017594",12,64,4
"HGSSA002430",19,11,4
"SPSSA002420",24,57,36
"MCSSA018062",15,40,2
"DFSSA003722",15,125,2
"SPSSA017313",24,50,1596
"JCSSA004930",16,88,2
"MCSSA018622",5,12,1
"VZSSA004860",10,999,1
"CLSSA000231",8,5,2
"VZSSA007660",30,16,22814
"JCSSA000894",22,17,1
"DFSSA018154",15,58,8
"GTSSA016796",16,102,3
"SRSSA001851",23,23,1
"PLSSA005734",20,39,1
"MCSSA008945",15,22,4
"MCSSA000236",15,39,1
"MSSSA002361",12,7,2
"MNSSA002965",22,14,1
"VZSSA000351",9,999,2
"OCSSA000640",12,43,2
"PLSSA000834",27,999,1
"SLSSA000024",26,3,20
"MSSSA000466",12,15,11
"DFSSA003956",30,152,1
"OCSSA016764",7,27,1
"MCSSA010263",15,111,2
"SRSSA001851",2,4,17
"PLSSA016893",21,38,302
"VZSSA007660",21,130,1
"PLSSA015551",13,1,20
"GRSSA006742",12,999,918
"QRSSA001423",22,9,1
"SPSSA017313",30,44,1
"PLSSA016806",21,55,2
"PLSSA008263",29,33,2
"PLSSA008272",20,20,8
"CSSSA005773",7,20,4
"MNSSA002813",15,999,9
"JCSSA003250",12,55,1
"PLSSA000612",21,195,3
"MNSSA003945",18,999,1
"MNSSA002813",5,5,1
"GTSSA002096",11,27,1
"JCSSA000503",14,53,1
"MCSSA006430",15,111,2
"CSSSA004595",27,27,1
"DFSSA003553",1,6,1
"TLSSA000722",32,56,1
"TLSSA017925",29,15,277
"OCSSA000985",20,250,1
"DFSSA003961",30,84,1
"JCSSA013045",17,3,1
"ZSSSA012450",14,104,1
"OCSSA001463",30,195,2
"VZSSA004860",7,7,2
"VZSSA004744",21,84,1
"HGSSA002430",13,30,236
"PLSSA003552",15,999,3
"SLSSA017594",32,10,1
"DFSSA004142",12,60,1
"BCSSA017590",20,5,30
"CLSSA000033",5,30,1
"CCSSA000100",4,9,4
"VZSSA005106",31,999,3
"MSSSA002740",16,16,9
"JCSSA001326",6,2,49
"MCSSA018622",12,70,4
"JCSSA003986",7,64,1
"HGSSA004093",15,64,5
"PLSSA000081",15,39,1
"ZSSSA012853",1,10,2
"TCSSA001052",21,119,1
"GTSSA002101",19,39,1
"DFSSA003722",21,167,1
"OCSSA000121",20,102,3
"NLSSA000855",27,4,1
"MNSSA002446",16,31,3
"CLSSA002734",5,23,11
"JCSSA002562",28,18,1
"NLSSA004046",16,16,17
"TCSSA001052",7,64,3
"ZSSSA000152",14,91,1
"GTSSA016796",32,12,1
"ZSSSA013143",32,24,165
"SPSSA002420",28,3,1
"ZSSSA000152",8,37,36
"VZSSA002434",30,76,11
"PLSSA008512",15,12,1
"MCSSA004791",13,3,1
"OCSSA002320",20,119,1
"SPSSA017313",16,43,1
"SPSSA001703",24,28,6
"OCSSA000524",20,520,466
"ZSSSA000613",14,68,1
"CSSSA006403",7,35,17
"HGSSA000511",15,12,3
"GTSSA003151",11,29,32
"DFSSA003722",19,26,1
"HGSSA015532",15,108,3
"JCSSA007066",11,33,1
"TCSSA001040",26,2,1
"GTSSA017414",15,121,1
"GTSSA004423",11,11,1856
"JCSSA001261",14,21,1
"PLSSA004071",21,101,1
"JCSSA002224",22,22,4
"SRSSA002295",26,33,2
"MNSSA016480",15,71,1
"ZSSSA002141",5,35,4
"MSSSA000961",15,1,5
"CSSSA001030",7,3,1
"CHSSA001755",21,999,1
"HGSSA001503",9,16,3
"DGSSA000116",10,14,1
"DGSSA000116",15,12,4
"DFSSA004265",99,999,6
"DFSSA004142",15,90,1
"ZSSSA000613",18,18,3
"HGSSA000511",14,14,1
"PLSSA008572",21,10,1
"QRSSA001044",20,58,2
"DFSSA003710",29,5,1
"ZSSSA013143",14,91,1
"SLSSA001873",25,4,2
"JCSSA000631",14,20,1
"GTSSA017344",10,11,1
"VZSSA003595",30,105,21
"VZSSA015435",99,999,1
"YNSSA001224",31,105,1
"TLSSA001142",29,49,52
"TSSSA000401",28,12,10
"GRSSA007763",12,62,1
"PLSSA015090",15,5,1
"QTSSA000475",30,193,3
"MCSSA015262",15,63,31
"VZSSA002393",30,88,30
"TCSSA003135",27,27,13432
"TSSSA018975",28,25,7611
"SRSSA001851",26,46,7
"GTSSA003600",32,30,1
"VZSSA016052",28,41,1
"DFSSA000864",15,104,1346
"SLSSA001716",2,1,1
"HGSSA015515",13,46,4
"OCSSA000121",24,24,1
"QTSSA000475",22,17,1231
"MNSSA016533",13,999,3
"JCSSA003496",14,22,1
"ZSSSA000613",14,108,9
"DFSSA003956",13,3,2
"OCSSA016764",22,1,5
"JCSSA013091",14,34,1
"GTSSA017426",11,18,72299
"PLSSA008641",30,999,4
"PLSSA015423",21,94,1
"OCSSA002052",21,21,7
"PLSSA005640",21,21,5818
"MNSSA004044",15,32,6
"TLSSA001376",29,3,743
"VZSSA006576",15,85,1
"OCSSA021080",20,413,1
"MNSSA001874",16,21,1
"TLSSA017983",29,16,93
"CSSSA007074",7,87,5
"ASSSA000025",30,19,1
"JCSSA004230",14,100,9
"SPSSA001032",24,5,1
"JCSSA007066",31,999,1
"PLSSA016806",12,70,16
"OCSSA000121",9,999,38
"ZSSSA000695",10,9,2
"JCSSA006890",14,1,6
"OCSSA000985",15,33,1
"SPSSA017313",30,46,1
"SLSSA002136",25,15,1
"MCSSA007265",9,12,1
"MCSSA010222",11,15,3
"PLSSA015423",21,205,3
"GTSSA017023",30,89,1
"ZSSSA000152",10,9,1
"MCSSA001636",30,86,3
"JCSSA003250",15,19,1
"MCSSA006780",15,98,2
"PLSSA008941",21,156,2
"DFSSA000596",2,1,1
"OCSSA000985",20,334,9
"HGSSA015532",15,25,2
"ZSSSA012450",16,999,1
"YNSSA013440",31,30,345
"OCSSA000985",20,524,1
"GTSSA017023",15,55,2
"NLSSA004046",30,160,1
"VZSSA007573",30,999,2
"CLSSA002734",5,38,1
"GTSSA004650",16,54,8
"TSSSA002810",18,999,1
"MNSSA002446",16,57,3
"ZSSSA013172",6,7,6
"TLSSA017831",17,7,1
"DFSSA003162",29,29,3
"MCSSA005556",15,89,5
"DFSSA018142",2,999,4
"VZSSA006716",30,191,1
"YNSSA000570",31,17,3
"GTSSA017443",10,10,2
"VZSSA002970",30,58,2
"ZSSSA013143",14,101,1
"YNSSA013440",25,2,1
"CSSSA007540",7,21,1
"DFSSA003990",9,3,29
"QTSSA001052",24,10,3
"NLSSA004046",5,2,5
"JCSSA001326",25,11,1
"VZSSA007882",8,36,1
"JCSSA000165",14,23,12
"VZSSA015801",30,45,2
"DFSSA000053",15,23,1
"CSSSA005773",7,64,201
"NLSSA003911",99,999,9
"MNSSA004044",16,93,1
"DFSSA003944",15,11,1
"PLSSA015551",21,163,1
"PLSSA015423",21,37,1
"SLSSA000246",23,3,1
"SRSSA001105",26,55,3
"GRSSA001212",12,1,1
"DFSSA000840",28,999,1
"MCSSA010251",10,12,1
"ZSSSA000613",14,104,14
"SRSSA001105",26,18,8
"SPSSA017132",24,42,12
"OCSSA016764",25,25,1
"YNSSA000565",31,59,51
"MSSSA000466",30,154,1
"OCSSA000985",20,2,3
"TLSSA001376",12,55,1
"SLSSA000666",32,29,1
"DFSSA000840",15,43,2
"DFSSA002066",9,6,9
"TLSSA017831",13,66,2
"MSSSA000466",7,99,1
"PLSSA016806",30,193,1
"PLSSA015230",21,153,1
"OCSSA005383",20,402,56
"OCSSA016764",27,27,1
"PLSSA000204",21,30,19
"JCSSA000894",16,42,291
"SRSSA001851",12,43,1
"PLSSA008881",21,166,3
"PLSSA000081",21,174,1
"MSSSA000466",29,29,7
"JCSSA013692",11,42,1
"MSSSA002740",17,6,440
"JCSSA001401",9,5,2
"TSSSA018000",24,56,1
"MSSSA000080",17,7,30
"OCSSA000343",20,447,1
